City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,payo,-3.7508,103.6372,21.22,80,89,1.05,ID,1675617829
351,rio grande,-32.035,-52.0986,23.06,71,66,6.38,BR,1675617829
352,samarai,-10.6167,150.6667,26.4,85,100,6.73,PG,1675617792
353,ballinrobe,53.6333,-9.2333,9.86,88,65,4.07,IE,1675617830
354,cidreira,-30.1811,-50.2056,28.0,46,14,6.56,BR,1675617830
355,santa rosa,14.3122,121.1114,26.17,81,76,3.92,PH,1675617830
356,ginda,30.6945,78.4932,7.21,38,29,2.6,IN,1675617831
357,sorada,19.75,84.4333,18.92,42,0,1.29,IN,1675617831
358,mumford,5.2618,-0.759,27.77,79,100,5.87,GH,1675617831
359,hervey bay,-25.2986,152.8535,25.55,89,97,4.86,AU,1675617832
360,teya,60.3778,92.6267,-16.31,99,99,1.88,RU,1675617832
361,alice springs,-23.7,133.8833,13.75,82,0,0.51,AU,1675617832
362,gerash,27.6652,54.1371,13.08,43,0,2.23,IR,1675617833
